Country Name,Country Code,Series,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Bangladesh,BGD,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,35.3193,..,..,..,..,..,..,..,..,..,47.4855,..,..,..,..,..,46.6636,..,..,..,58.76918,57.86075,61.01554,61.0933,65.13733,72.75872,72.89297,73.9122,74.68446,..,..,..,..,..,..
Barbados,BRB,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,601,..,2578,..,..,..,..,..,..,130,557,667,1462,1488,1676,1824,1101,575,282,625,500,981,..,..,1449,905,418,719,328,212,..,..,..,..,..,..
Barbados,BRB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,114.46692,..,106.28663,..,..,..,..,..,..,102.21819,100.65389,99.27465,96.76539,96.64907,94.95598,96.12875,98.246,99.64702,101.16892,100.45971,99.59562,98.28399,..,..,95.19335,95.91724,97.28297,97.76968,99.35135,100.33791,..,..,..,..,..,..
Barbados,BRB,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,..,101.21311,98.81994,98.15997,100.80779,104.94322,107.46968,104.44184,101.21972,98.53928,98.57364,99.52211,99.47415,103.01857,..,..,106.08143,105.50491,103.15139,102.94583,100.01787,100.29115,..,..,..,..,..,..
Barbados,BRB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,6.6387,..,..,..,..,..,..,..,4.34124,4.71586,6.05537,5.88062,6.2457,6.02428,5.66965,..,5.22039,4.9226,5.11618,6.0544,..,5.26274,5.14899,6.1435,..,4.95139,4.36638,..,..,..,..,..,..,..,..
Barbados,BRB,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,99.6,..,..,..,..,..,..,..,..,..,99.6,..,..,..,..,..,..,..,..,..,99.6,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,76656,..,..,..,..,..,0,3029,2270,7454,7152,4997,3840,..,..,2298,2463,2022,6252,7716,5885,2107,3556,5544,..,..,..,..,..,..,..
Belarus,BLR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,94.08245,96.21901,95.89096,97.53603,97.38446,98.2466,98.9318,99.97601,102.22544,111.39616,113.71677,114.99931,112.47116,102.3793,99.97945,98.43138,99.36716,101.78973,104.84638,105.94052,104.36969,102.12623,99.81443,98.20725,98.30412,99.14978,101.07704,101.96579,100.50021,..,..,..,..,..,..,..
Belarus,BLR,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,93.32922,95.27964,97.36923,97.06622,97.66791,97.99397,98.17211,100.60588,102.79054,111.12649,111.55733,112.3496,112.21555,109.9648,118.31138,122.21705,98.73157,100.22482,102.63371,103.87765,103.77025,102.38673,100.15186,97.77857,97.61309,..,..,..,..,..,..,..
Belarus,BLR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,6.00001,6.19662,..,..,..,5.71226,5.87103,6.07696,5.1521,..,4.36894,5.22004,4.68479,4.95964,5.00942,4.81831,4.78752,4.94655,4.79499,..,..,..,..,..,..,..,..
Belarus,BLR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,99.59073,..,..,..,..,..,..,..,..,..,99.61706,..,..,..,..,..,..,..,..,99.75656,..,..,..,..,..,..,..
Belgium,BEL,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,24862,35285,16834,21406,21204,17914,..,..,426,0,167,1945,8883,20386,22833,20022,13081,8603,9716,11467,10445,8491,8887,9806,7403,5451,2164,4131,..,..,..,..,..,..,..
Belgium,BEL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,101.05853,100.28592,98.92967,102.45771,101.82412,101.79541,102.01518,..,..,103.82362,104.83442,104.07656,103.16723,102.36091,100.80021,100.46234,100.73419,101.53422,102.15756,102.12756,101.92424,101.9468,102.25605,103.82197,103.64806,103.15581,103.31777,103.90557,103.3507,..,..,..,..,..,..,..
Belgium,BEL,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,159.85972,159.16633,158.87824,152.97059,..,..,146.48482,153.03667,161.08528,165.6069,168.89693,168.44919,170.2921,169.97654,166.76486,131.73983,133.25716,137.05832,137.86126,138.65803,177.57672,177.26238,181.0416,173.22427,170.64223,168.31835,..,..,..,..,..,..,..
Belgium,BEL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,5.37231,5.41104,2.98866,3.04948,..,..,..,..,..,..,..,..,5.79586,..,..,6.33294,6.4581,6.44259,6.43199,..,6.63053,6.59047,6.45157,6.45954,6.41228,..,..,..,..,..,..,..,..
Belgium,BEL,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,227,1315,2542,..,2542,1832,2155,1858,2119,1643,1287,815,1048,115,436,293,190,240,148,302,221,..,..,..,..,..,..
Belize,BLZ,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,112.7353,114.74137,113.81608,115.06528,117.84656,119.6816,123.12451,122.29799,..,119.06751,115.91097,112.40404,107.26702,111.15116,112.8524,113.27096,113.68493,113.11683,112.33202,113.02994,112.56975,111.40164,113.78447,111.95749,111.55274,112.88833,114.48416,113.23061,111.69688,110.49031,..,..,..,..,..,..
Belize,BLZ,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,..,74.07927,79.57452,82.36859,..,85.22179,85.19247,86.04144,84.32928,83.84123,84.21905,84.58786,86.30267,87.15633,89.16885,90.42285,90.11793,90.93882,97.52621,95.34316,97.96621,99.08912,..,..,..,..,..,..
Belize,BLZ,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,5.44344,5.02843,5.79708,..,5.24905,5.33631,..,..,..,5.77263,6.17812,6.71981,..,..,6.42536,6.61473,6.88889,7.28477,7.50989,7.56149,..,..,..,..,..,..,..
Belize,BLZ,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,70.29842,..,..,..,..,..,..,..,..,76.90298,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Benin,BEN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,493668,..,442263,422018,425142,416016,406352,385559,..,..,..,..,..,190242,156091,212337,176619,..,139539,83737,75552,77060,67812,..,59910,..,..,52739,50858,120970,..,..,..,..,..,..
Benin,BEN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,51.25493,58.21984,61.4146,66.49934,66.89444,70.24485,72.65391,76.38223,79.42969,79.58431,82.52927,90.73641,96.16322,99.79704,103.72226,100.83883,101.2934,..,113.18831,118.43397,120.15201,122.72604,127.21515,128.7361,129.59567,132.46685,130.90229,126.64611,121.95825,116.70859,..,..,..,..,..,..
Benin,BEN,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,..,28.71283,29.02363,31.43302,34.3413,35.6853,38.11095,43.85407,..,..,..,..,..,60.63849,..,69.81083,69.96092,72.43765,73.80403,..,..,..,..,..,..,..,..,..
Benin,BEN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,2.74789,1.92194,2.11366,2.3651,2.15949,2.28316,2.5669,2.65668,2.5634,2.36331,2.77728,3.08927,3.67997,..,3.56202,3.32751,3.16179,3.17298,2.8991,3.53559,2.93397,..,..,..,..,..,..,..
Benin,BEN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,27.24517,..,..,..,..,..,..,..,..,..,34.65785,..,..,..,28.70211,..,..,..,..,..,32.94882,..,..,..,..,..,42.3624,..,..,..,..,..,..,..
Bermuda,BMU,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,124,..,..,..,..,..,164,315,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,..,..,..,..,..,100.81163,..,113.2435,..,..,..,97.15909,97.03557,97.40467,97.17172,97.54098,97.41774,..,..,..,99.31172,98.37067,97.21005,96.80601,98.06266,101.14634,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,..,..,..,88.78648,89.38697,89.55453,90.19305,87.7821,84.27055,..,..,..,87.25531,86.0347,87.26802,88.08791,85.2349,85.21383,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.1362,3.15065,3.47605,..,..,..,..,..,2.15227,..,..,..,..,1.66627,1.77588,1.98877,..,..,..,2.61519,2.64421,..,..,..,1.78285,1.6986,..,1.50039,..,..,..,..,..,..,..,..
Bermuda,BMU,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,50326,50025,47316,44522,..,..,..,32516,27775,..,20625,15353,12718,11078,8424,8830,..,9398,9687,9574,7456,..,3252,..,..,..,..,..
Bhutan,BTN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,..,51.39156,50.63327,55.74014,58.60169,62.5536,66.38708,69.55833,71.38595,73.23359,76.17701,78.63001,81.08417,84.15406,87.9279,91.05958,94.5556,97.91548,100.94379,105.15424,108.21445,110.87698,111.90103,106.94311,105.47682,104.23377,102.66068,101.33414,100.13968,..,105.81169,..,..,..,..,..
Bhutan,BTN,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,32.20688,35.96283,40.20949,43.17787,44.56856,46.09185,49.62052,53.11332,56.66583,60.94031,65.94497,70.23146,74.63578,79.19424,83.6606,86.13903,90.5539,92.17481,95.40202,97.30103,99.00695,..,95.74308,..,..,..,..,..
Bhutan,BTN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,5.51379,5.91573,..,..,6.60907,7.28715,..,..,4.91159,4.74174,4.12473,4.76523,..,5.72275,6.0449,7.5901,6.99333,7.22574,6.85084,..,..,..,..,..,..,..
Bhutan,BTN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.81469,..,..,..,..,..,..,55.31756,..,..,..,..,66.56115,..,..,..,..,..,..,..,..
Bolivia,BOL,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,2976,324,1681,4085,4285,6550,9648,7863,7308,6525,3437,30503,71018,107307,148890,157794,160472,154801,140451,118356,95364,..,..,..,..,..,..,..
Bolivia,BOL,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,105.71265,107.44686,107.59494,108.48703,110.49408,112.96301,114.11485,115.3264,116.32431,118.30218,118.22122,117.24152,117.82004,116.04538,115.41665,114.81316,113.27957,112.38876,111.0085,107.1726,104.52044,100.68689,98.28176,97.01457,95.90289,95.90844,96.55513,97.52736,98.15092,..,..,..,..,..,..,..
Bolivia,BOL,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,86.03723,92.4642,88.47983,92.42351,96.38297,98.60111,100.33946,100.05131,98.51864,97.80687,98.31316,96.83656,99.02932,97.22927,99.35314,102.15881,101.76778,98.22535,95.8911,94.37906,96.08115,..,..,..,..,..,..,..
Bolivia,BOL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,79.99177,..,..,..,..,..,..,..,..,86.72367,..,..,..,..,..,90.74347,90.69811,91.16783,..,92.22615,94.46057,..,..,92.45508,..,..,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,89.06359,..,..,..,..,..,..,..,..,96.6631,..,..,..,..,..,..,..,..,..,..,98.14204,..,96.99177,..,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,21541,16491,18645,20099,20427,47935,46895,..,40163,43253,40855,37115,36871,36613,33780,32074,29540,34451,38945,41193,..,..,35318,35645,36284,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,111.03426,113.45065,111.66165,111.08206,111.28702,110.42301,111.30639,111.73179,110.54448,110.26671,110.42842,111.41732,111.52218,111.34643,110.88688,111.14859,111.46769,109.83465,108.49721,108.20036,..,..,105.08085,105.00144,103.71764,103.23839,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,92.7723,..,..,94.00371,93.46206,93.63457,92.27202,93.14572,93.99927,94.66582,94.38132,94.5333,93.99512,93.90914,94.9205,..,..,97.34562,96.86353,104.34738,96.28955,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.73963,..,6.84061,..,..,..,..,..,..,..,..,..,..,..,..,10.67859,..,8.85149,..,9.63292,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,68.58091,..,..,..,..,..,..,..,..,..,..,..,81.18871,..,..,..,..,..,..,..,..,..,86.82318,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..,..,..,..,182506,287197,75560,..,105832,..,314651,..,489316,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,..,..,..,..,..,..,..,..,..,165.64539,..,150.78555,146.82779,140.54449,133.69631,133.26216,..,128.17979,132.05521,131.16516,..,132.49661,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,..,119.50848,..,123.06945,124.88728,116.00322,111.56498,109.67856,..,100.01958,102.24187,102.03144,..,99.78328,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,4.56816,..,..,4.75666,3.80062,3.94893,3.84468,3.75037,..,3.97448,4.47908,4.8706,4.97426,5.26884,5.46355,5.6488,5.73741,5.8551,5.83885,5.94848,6.24106,6.31404,6.32255,..,..,..,..,..,..,..,..
Brazil,BRA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,86.36788,..,..,..,88.61624,..,89.61523,90.00937,90.03662,90.29821,90.37918,91.41124,91.33785,91.48424,91.72943,92.0479,92.80844,93.07582,93.2275,..,..,..,..,..,..,..
British Virgin Islands,VGB,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,33,7,6,..,71,..,..,..,..,49,414,199,53,40,..,155,235,45,..,50,..,2,171,103,20,..,..,..,48,..,..,..,..,..,..,..
British Virgin Islands,VGB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,118.91892,123.41772,125.53957,126.44422,120.46221,121.97955,..,..,..,111.34895,109.09447,105.67403,108.86909,108.67866,110.57165,112.32558,110.88771,112.49076,..,109.14166,..,103.46192,103.56792,105.79087,111.34896,118.53159,122.23864,128.82535,102.55474,..,..,..,..,..,..,..
British Virgin Islands,VGB,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,..,113.43612,113.43127,105.40541,110.02004,116.06061,126.57201,125.68251,129.88967,125.57915,..,116.04278,118.34625,107.77592,104.72378,102.79938,104.35115,103.92157,102.02247,99.70037,76.37195,..,..,..,..,..,..,..
British Virgin Islands,VGB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,2.90477,..,..,..,3.04633,3.57675,3.1519,..,3.47629,3.817,..,..,..,..,5.13479,..,2.35899,2.46599,..,..,..,..,..,..,..
British Virgin Islands,VGB,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,3554,2973,2064,2053,756,..,..,..,..,..,..,..,..,..,..,..,..,..,157,..,..,106,167,62,260,59,145,295,225,..,..,..,..,..,..
Brunei Darussalam,BRN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,..,111.09431,111.47164,113.4731,114.80486,113.86791,112.54647,110.34797,112.46375,111.8441,110.18191,107.31913,107.71335,110.65327,111.04673,110.6297,110.30373,109.68696,107.62241,106.92304,106.54217,106.81652,105.93439,106.11103,105.49321,105.52755,107.12282,104.85771,103.15162,100.0995,..,..,..,..,..,..
Brunei Darussalam,BRN,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,99.37027,..,..,106.80995,108.27322,106.95528,108.55216,111.85454,112.84613,114.71458,115.65931,115.40661,113.95226,116.09663,115.397,104.12184,104.27004,109.40612,110.4107,107.78902,104.56468,104.68831,107.32634,108.35213,109.01548,..,..,..,..,..,..
Brunei Darussalam,BRN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.95996,3.66894,3.74769,4.29403,..,..,..,..,5.25395,4.93205,3.70591,..,..,..,..,..,..,..,..,..,2.04661,3.3221,2.88959,..,3.35319,..,4.42541,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,87.80418,..,..,..,..,..,..,..,..,..,92.67113,..,..,..,..,..,..,..,..,..,96.08556,..,..,..,..,..,..,97.21411,..,..,..,..,..,..,..
Bulgaria,BGR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,26031,21087,10474,7670,8994,8479,11724,10566,8187,11162,7890,588,152,886,450,514,6389,11428,15467,21711,29488,34641,39977,..,..,..,..,..,..,..
Bulgaria,BGR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,94.68268,93.58344,93.5828,94.46318,95.5591,97.58339,101.09829,102.30318,103.17219,103.3301,103.45403,104.4846,103.39814,104.63383,105.12685,103.3586,103.41791,106.84427,108.87175,109.68893,108.33101,103.58486,100.32917,98.05494,96.66216,94.19827,91.08322,89.33377,87.44221,..,..,..,..,..,..,..
Bulgaria,BGR,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,86.22372,86.40263,85.92869,85.95479,85.73758,86.09383,86.8746,87.47115,88.49068,88.30332,88.34256,88.44832,87.99779,86.96557,84.99,86.52101,88.95916,92.29441,98.99398,96.68913,91.52117,88.42574,86.61118,74.95879,..,..,..,..,..,..,..
Bulgaria,BGR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.45406,5.42962,5.26046,4.95049,4.17066,2.37207,2.23008,..,2.73943,..,..,3.38424,3.38608,3.99845,2.31995,4.1088,3.90346,3.68264,4.22238,4.27629,3.88239,3.56643,3.49485,4.0742,..,..,..,4.0925,..,..,..,..,..,..,..,..
Bulgaria,BGR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,98.20356,..,..,..,..,..,..,..,..,..,98.35245,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Burkina Faso,BFA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,1089177,1113415,1130994,1143518,1146259,..,..,1167281,1188805,1197366,1207758,1261654,1251079,1244775,1177147,1128687,1039308,927974,886778,1041497,945880,945663,944859,937911,917327,761443,746617,689266,748275,..,..,..,..,..,..
Burkina Faso,BFA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,32.5255,33.72297,34.41491,35.47658,36.77636,38.83546,40.96957,..,43.31879,44.28435,45.01737,46.43783,47.05757,49.31104,53.8744,58.32719,62.06521,67.6691,73.22384,77.61482,78.01417,81.59491,84.09261,85.7184,87.33791,88.36616,91.11084,93.65313,96.09037,94.53571,..,..,..,..,..,..
Burkina Faso,BFA,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,..,13.11809,13.90875,14.15597,..,16.61033,17.90815,19.17777,20.22258,21.50167,25.6239,27.1544,29.83019,32.78255,35.77389,38.01669,41.94499,47.20618,49.36177,52.26804,55.53512,53.57202,..,..,..,..,..,..
Burkina Faso,BFA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,3.4511,..,1.44026,..,..,..,..,..,..,..,..,3.94114,3.98219,4.07983,..,..,3.50223,3.98515,3.60316,4.08344,4.0533,3.67009,..,5.60347,5.38379,..,..,..,..,..,..,..
Burkina Faso,BFA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,13.56923,..,..,..,..,12.84817,..,..,..,..,..,..,21.82292,..,23.5222,22.47258,28.29366,..,..,..,..,..,..,34.5994,..,..,..,41.22445,..,..,..,..,..,..,..
Burundi,BDI,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,502921,..,..,..,..,..,..,711510,613304,628206,591170,576181,539608,328138,234798,98466,122209,59818,..,..,..,..,..,..,74286,114262,140973,..,..,..,..,..,..
